,title,price,rating,post_url,img_url,seller_reputation
48,Hp Proliant Dl 60 Gen9 Ddr4 16gb Servidor 12 Core Intel Xeon,750.00,5.0,https://articulo.mercadolibre.com.ve/MLV-795624978-hp-proliant-dl-60-gen9-ddr4-16gb-servidor-12-core-intel-xeon-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_766445-MLV75997971100_052024-E.webp,5
49,Dell Power Edge R630 64gb Ddr4 2tb Hd Servidor Xeon 24 Cores,1.400.00,none,https://articulo.mercadolibre.com.ve/MLV-729070763-dell-power-edge-r630-64gb-ddr4-2tb-hd-servidor-xeon-24-cores-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_908811-MLV76891860673_062024-E.webp,5
50,Pc Computador Intel Core I5 8va Gen 16gb Ram 512gb Ssd M.2,264.00,5.0,https://articulo.mercadolibre.com.ve/MLV-757407926-pc-computador-intel-core-i5-8va-gen-16gb-ram-512gb-ssd-m2-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_827467-MLV75798608807_042024-E.webp,5
51,Servidor Hp Dl360 G10 Intel Gold 6138 2.0ghz 40core Ram 64gb,4.380.00,none,https://articulo.mercadolibre.com.ve/MLV-774598322-servidor-hp-dl360-g10-intel-gold-6138-20ghz-40core-ram-64gb-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_861917-MLV75458016504_042024-E.webp,5
52,Oferta! Cpu Core I7 4790 16gb Ram 512gb Disco Ssd 4ta Gen,309.99,5.0,https://articulo.mercadolibre.com.ve/MLV-766685294-oferta-cpu-core-i7-4790-16gb-ram-512gb-disco-ssd-4ta-gen-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_953721-MLV74490430698_022024-E.webp,4
53,Pc Computadora Intel Core I3 4gb Ram Disco Duro 500gb,192.60,none,https://articulo.mercadolibre.com.ve/MLV-711840339-pc-computadora-intel-core-i3-4gb-ram-disco-duro-500gb-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_756524-MLV49313478632_032022-E.webp,5
54,Computadora Pc Gamer Amd Ryzen 5600g 16ram 1tb M2 750w Cert.,1.164.00,5.0,https://articulo.mercadolibre.com.ve/MLV-781525646-computadora-pc-gamer-amd-ryzen-5600g-16ram-1tb-m2-750w-cert-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_619244-MLV76887307954_062024-E.webp,4
55,Cpu Gamer I5 11va Generación 16gb De Ram Ddr4 M.2 250gb ,949.99,none,https://articulo.mercadolibre.com.ve/MLV-702538283-cpu-gamer-i5-11va-generacion-16gb-de-ram-ddr4-m2-250gb-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_842267-MLV47693361827_092021-E.webp,5
56,Cpu Lenovo Thinkcentre M83 Sff 8gb Ram I5 4ta Gen 240gb Ssd,123.50,5.0,https://articulo.mercadolibre.com.ve/MLV-734227622-cpu-lenovo-thinkcentre-m83-sff-8gb-ram-i5-4ta-gen-240gb-ssd-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_623528-MLV79991110857_102024-E.webp,5
57,Computador Cpu Intel I3 6ta Gen 8gb Ram 256gb Ssd Renovado,123.25,5.0,https://articulo.mercadolibre.com.ve/MLV-749398854-computador-cpu-intel-i3-6ta-gen-8gb-ram-256gb-ssd-renovado-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_701123-MLV76620683877_052024-E.webp,5
58,Computador I3 Lenovo Mini,139.00,5.0,https://articulo.mercadolibre.com.ve/MLV-557223992-computador-i3-lenovo-mini-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_860915-MLV46769491599_072021-E.webp,5
59,Cpu Dell Intel I5 8gb Ram 500gb Hdd Equipos Renew Clase A,292.22,4.8,https://articulo.mercadolibre.com.ve/MLV-570509062-cpu-dell-intel-i5-8gb-ram-500gb-hdd-equipos-renew-clase-a-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_969520-MLV72062357011_102023-E.webp,5
60,Servidor Dell Poweredge T150 Intel Xeon E2324 16gb 1tb Hdd,1.392.00,5.0,https://articulo.mercadolibre.com.ve/MLV-753673599-servidor-dell-poweredge-t150-intel-xeon-e2324-16gb-1tb-hdd-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_911896-MLV74159818591_012024-E.webp,none
61,Computadora Dell Cpu Intel I5 De 3era Generación 8gb 500gb,145.00,4.7,https://articulo.mercadolibre.com.ve/MLV-707138362-computadora-dell-cpu-intel-i5-de-3era-generacion-8gb-500gb-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_918903-MLV48482802218_122021-E.webp,5
62,Computador Ryzen  9 7900 32 De Ram M.2 1tb,2.500.00,none,https://articulo.mercadolibre.com.ve/MLV-807255180-computador-ryzen-9-7900-32-de-ram-m2-1tb-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_665798-MLV78494454863_082024-E.webp,5
63,Cpu Computadora Hp Amd Pro A6 9500 8gb Ddr4 Ssd 128gb 500gb,229.99,none,https://articulo.mercadolibre.com.ve/MLV-703534619-cpu-computadora-hp-amd-pro-a6-9500-8gb-ddr4-ssd-128gb-500gb-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_634642-MLV71054225207_082023-E.webp,5
64,Cpu Computador Intel Core I5 7ma 8gb Ram 500gb Hdd Refubi,174.90,4.3,https://articulo.mercadolibre.com.ve/MLV-764885027-cpu-computador-intel-core-i5-7ma-8gb-ram-500gb-hdd-refubi-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_718699-MLV79414529619_092024-E.webp,5
65,"Servidor Hpe Proliant Ml30 Gen10 - 16gb Ddr4 Ram, 1tb",1.501.00,none,https://articulo.mercadolibre.com.ve/MLV-741211280-servidor-hpe-proliant-ml30-gen10-16gb-ddr4-ram-1tb-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_752025-MLV77387191990_072024-E.webp,none
66,Cpu Gamer Intel Core I5 256gb Ssd 8gb Ram 2gb Video Nvidia,197.50,none,https://articulo.mercadolibre.com.ve/MLV-722075283-cpu-gamer-intel-core-i5-256gb-ssd-8gb-ram-2gb-video-nvidia-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_983339-MLV78200563879_082024-E.webp,5
67,Ibm X3650 M5 24 Cores 128gb Sas Servidor System Intel Xeon,1.700.00,none,https://articulo.mercadolibre.com.ve/MLV-778112786-ibm-x3650-m5-24-cores-128gb-sas-servidor-system-intel-xeon-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_949186-MLA72852770224_112023-E.webp,5
68,Hp Elitedesk 800 G3 Intel I7,337.00,5.0,https://articulo.mercadolibre.com.ve/MLV-761917296-hp-elitedesk-800-g3-intel-i7-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_965781-MLV77170877115_062024-E.webp,5
69,Hp Proliant D L 60 Gen9 32gb 6tb Servidor 12 Core Intel Xeon,1.000.00,none,https://articulo.mercadolibre.com.ve/MLV-794344856-hp-proliant-d-l-60-gen9-32gb-6tb-servidor-12-core-intel-xeon-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_962338-MLV76052186924_052024-E.webp,5
70,Computador Diseño I5 12400 Ram 32gb Ssd 1tb Rtx3060 12gb,1.210.00,none,https://articulo.mercadolibre.com.ve/MLV-753999133-computador-diseno-i5-12400-ram-32gb-ssd-1tb-rtx3060-12gb-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_833021-MLV74278463506_022024-E.webp,4
71,Servidor Dell Poweredge R410 Intel Xeon 8core 32gb Ram Hdd,520.00,5.0,https://articulo.mercadolibre.com.ve/MLV-753932464-servidor-dell-poweredge-r410-intel-xeon-8core-32gb-ram-hdd-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_663245-MLV69587040519_052023-E.webp,5
72,Lenovo Tiny M900 I7-6700 16gb Ram 500 2ssd Win10 Pro 64 Wifi,399.98,5.0,https://articulo.mercadolibre.com.ve/MLV-727771165-lenovo-tiny-m900-i7-6700-16gb-ram-500-2ssd-win10-pro-64-wifi-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_973533-MLV52183093177_102022-E.webp,5
73,Servidor Hp Proliant Dl360 Procesador Xeon Memoria Ram,1.120.00,5.0,https://articulo.mercadolibre.com.ve/MLV-748506367-servidor-hp-proliant-dl360-procesador-xeon-memoria-ram-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_733938-MLV76273842592_052024-E.webp,4
74,iMac Apple M1 24 Pulgadas 8gb Ram 256gb Ssd Mac Os 11.0,1.858.00,none,https://articulo.mercadolibre.com.ve/MLV-781168880-imac-apple-m1-24-pulgadas-8gb-ram-256gb-ssd-mac-os-110-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_990862-MLV75781894930_042024-E.webp,5
75,Computadora Clon Nueva Cpu I-7 12va. Gen 8 Gb Ddr4 512 Gb ,709.99,none,https://articulo.mercadolibre.com.ve/MLV-771718994-computadora-clon-nueva-cpu-i-7-12va-gen-8-gb-ddr4-512-gb-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_986358-MLV71978870144_092023-E.webp,5
76,Computadora Cpu Dell I5/8/500gb Tarj. Video 2gb Dis. Grafico,219.00,5.0,https://articulo.mercadolibre.com.ve/MLV-737174760-computadora-cpu-dell-i58500gb-tarj-video-2gb-dis-grafico-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_759970-MLV53728405149_022023-E.webp,5
77,Computador Gamer Diseño Amd Ryzen 7 8700g Ram 32gb M.2 1tb ,955.00,none,https://articulo.mercadolibre.com.ve/MLV-790789844-computador-gamer-diseno-amd-ryzen-7-8700g-ram-32gb-m2-1tb-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_885095-MLV75615114861_042024-E.webp,4
78,Servidor Dell Poweredge T310 Intel Xeon X3430 16gb Ram 1tb,689.00,none,https://articulo.mercadolibre.com.ve/MLV-576420102-servidor-dell-poweredge-t310-intel-xeon-x3430-16gb-ram-1tb-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_966014-MLV45211324753_032021-E.webp,5
79,Computador Gamer Diseño Ryzen 5 5600g Ram 8gb Ssd 256gb,450.00,5.0,https://articulo.mercadolibre.com.ve/MLV-751239867-computador-gamer-diseno-ryzen-5-5600g-ram-8gb-ssd-256gb-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_638058-MLV73020903769_112023-E.webp,4
80,Cpu Dell Renew Intel I3 8gb Ram 500gb Disco Duro Computadora,138.59,4.7,https://articulo.mercadolibre.com.ve/MLV-567216976-cpu-dell-renew-intel-i3-8gb-ram-500gb-disco-duro-computadora-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_777313-MLV79165841912_092024-E.webp,5
81,Cpu Computador  I3 De 2da Generacion 4 Gb Ram Y 160 Gb Hdd ,92.40,5.0,https://articulo.mercadolibre.com.ve/MLV-747188227-cpu-computador-i3-de-2da-generacion-4-gb-ram-y-160-gb-hdd-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_772349-MLV71209583398_082023-E.webp,5
82,Pc Gamer Ryzen 5 5600g 16gb Ram 256gb Ssd M.2 1tb Hdd,408.50,none,https://articulo.mercadolibre.com.ve/MLV-756393547-pc-gamer-ryzen-5-5600g-16gb-ram-256gb-ssd-m2-1tb-hdd-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_991820-MLV79213639194_092024-E.webp,5
83,Computador Diseño Ryzen 9 5900x Ram 32gb Ssd 1tb Rtx4060 8gb,2.050.00,none,https://articulo.mercadolibre.com.ve/MLV-786800714-computador-diseno-ryzen-9-5900x-ram-32gb-ssd-1tb-rtx4060-8gb-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_696172-MLV79478521058_102024-E.webp,4
84,Pc Computador Intel Core I5 8va Gen 8gb Ram Ddr4 256gb Ssd,276.00,5.0,https://articulo.mercadolibre.com.ve/MLV-789243424-pc-computador-intel-core-i5-8va-gen-8gb-ram-ddr4-256gb-ssd-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_670047-MLV75239598747_032024-E.webp,5
85,Pc Dell Intel Core I7 4th 8gb Ram 500gb Hdd ,161.97,4.9,https://articulo.mercadolibre.com.ve/MLV-742184865-pc-dell-intel-core-i7-4th-8gb-ram-500gb-hdd-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_757318-MLV69338583214_052023-E.webp,5
86,Servidor Hp Proliant Dl380 Gen10 Xeon Gold 6130 2.10ghz,4.380.00,none,https://articulo.mercadolibre.com.ve/MLV-782472148-servidor-hp-proliant-dl380-gen10-xeon-gold-6130-210ghz-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_623788-MLV70576587890_072023-E.webp,5
87,Computador Gamer Diseño Ryzen 7 5700g Ram 16gb Ssd 1tb M.2,660.00,none,https://articulo.mercadolibre.com.ve/MLV-785569720-computador-gamer-diseno-ryzen-7-5700g-ram-16gb-ssd-1tb-m2-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_952715-MLA74559769151_022024-E.webp,4
88,Cpu Computadora Intel Core I5 320gb Hdd 8gb Ram,112.00,none,https://articulo.mercadolibre.com.ve/MLV-719290907-cpu-computadora-intel-core-i5-320gb-hdd-8gb-ram-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_924724-MLV48936187253_012022-E.webp,5
89,Computadora Pc Cpu Intel Core I5 8gb 128gb Ssd 6ta Gen Refub,156.90,none,https://articulo.mercadolibre.com.ve/MLV-582146592-computadora-pc-cpu-intel-core-i5-8gb-128gb-ssd-6ta-gen-refub-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_894575-MLV47654780522_092021-E.webp,5
90,Combo Gamers Amd Athlon 3000g+ 8gb Ddr4 3200ghz+ A320m,249.99,none,https://articulo.mercadolibre.com.ve/MLV-754244125-combo-gamers-amd-athlon-3000g-8gb-ddr4-3200ghz-a320m-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_709110-MLV74615002841_022024-E.webp,4
91,Computadora Clon Nueva Cpu I-5 12va. Gen 8gb Ddr4 512 Gb M.2,499.99,none,https://articulo.mercadolibre.com.ve/MLV-771640672-computadora-clon-nueva-cpu-i-5-12va-gen-8gb-ddr4-512-gb-m2-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_772558-MLV71978719060_092023-E.webp,5
92,Cpu Computador Intel Core I3 7ma 4gb Ram 500gb Hdd Renew A ,219.17,4.7,https://articulo.mercadolibre.com.ve/MLV-711807877-cpu-computador-intel-core-i3-7ma-4gb-ram-500gb-hdd-renew-a-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_663893-MLV49313527340_032022-E.webp,5
93,Computador Pc Intel I5 12400 12va Gen Ram 16gb Ssd 1tb,560.00,none,https://articulo.mercadolibre.com.ve/MLV-788204914-computador-pc-intel-i5-12400-12va-gen-ram-16gb-ssd-1tb-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_913333-MLV75002652879_032024-E.webp,4
94,Servidor Hp Proliant Ml10 Gen8 32gb 2x2tb Xeon 4 Core Tower,820.00,none,https://articulo.mercadolibre.com.ve/MLV-768296828-servidor-hp-proliant-ml10-gen8-32gb-2x2tb-xeon-4-core-tower-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_939372-MLV53309510018_012023-E.webp,5
95,Hp Proliant Dl380 Gen9 24 Core 128gb 6tb Servidor Intel Xeon,1.900.00,none,https://articulo.mercadolibre.com.ve/MLV-749514029-hp-proliant-dl380-gen9-24-core-128gb-6tb-servidor-intel-xeon-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=4ec3afb9-aa6e-473d-b171-ebf684a16cbf,https://http2.mlstatic.com/D_Q_NP_2X_708172-MLV76624818765_052024-E.webp,5
